Level 1,Level 2,Level 3,Level 4,Bos Klasor,Video Suresi (saniye)
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-6,,9.26
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-7,,8.44
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),D-8,,8.26
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-5,,1.2
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-6,,2.72
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-7,,2.72
IC CAPTURE 11.01.2025-MAK,FIRST,RESIN (a=9 r=4.5),SP-8,,3.06
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-4,EVET,0
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-5,,4.1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),C-6,,4.58
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-4,,2.1
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-5,,4.76
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),CUBE-6,,4.8
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-4,,5.98
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-5,,9.48
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-6,,10.42
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),D-7,,7.24
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-4,,1.52
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-5,,3.56
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-6,,4.04
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=6 r=3),SP-7,,3.42
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-5,,1.66
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),C-6,,3.64
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),CUBE-5,EVET,0
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-5,,5.96
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-6,,7.88
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-7,,8.48
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),D-8,,7.74
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-5,,1.12
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-6,,2.82
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-7,,3.26
IC CAPTURE 11.01.2025-MAK,SECOND,RESIN (a=9 r=4.5),SP-8,,2.9
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),C-4,EVET,0
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),C-5,,4.22
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),C-6,EVET,0
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-4,,2.12
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-5,,4.1
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),CUBE-6,,4.22
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-2,EVET,0
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-4,,8.5
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-5,,9.5
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-6,,8.54
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),D-7,,7.4
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-4,,1.44
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-5,,3.66
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-6,,3.52
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=6 r=3),SP-7,,4.08
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),C-5,,1.74
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),C-6,,3.44
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),CUBE-5,EVET,0
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-5,,4.84
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-6,,6.48
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-7,,8.7
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),D-8,,7.2
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-5,,1.12
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-6,,2.68
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-7,,2.58
IC CAPTURE 11.01.2025-MAK,THIRD,RESIN (a=9 r=4.5),SP-8,,3.14
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,BSP-1,,4.38
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,BSP-2,,4.7
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,BSP-3,,2.58
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,BSP-4,,2.16
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,C-1,,3.22
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,C-2,,3.12
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,C-3,,2.62
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,HC-1,,4.48
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,HC-2,,3.46
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,HC-3,,2.98
IC CAPTURE 25.01.2025-ANG,FIRST,PA 6,HC-4,,2.74
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,BSP-1,,3.16
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,BSP-2,,3.58
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,BSP-3,,3.16
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,BSP-4,,1.92
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,C-1,,0.88
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,C-2,,3.28
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,C-3,,2.48
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,HC-1,EVET,0
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,HC-2,,3.46
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,HC-3,,3.18
IC CAPTURE 25.01.2025-ANG,SECOND,PA 6,HC-4,,4.02
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,BSP-1,,3.26
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,BSP-2,,3.4
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,BSP-3,,2.58
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,BSP-4,,1.86
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,C-1,,3.1
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,C-2,,3.14
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,C-3,,2.48
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,HC-1,EVET,0
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,HC-2,,3.52
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,HC-3,,3.22
IC CAPTURE 25.01.2025-ANG,THIRD,PA 6,HC-4,,2.38
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-1,,3.44
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-2,,3.54
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-3,,2.76
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,BSP-4,,2.1
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,C-1,,3.26
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,C-2,,3.44
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,C-3,,2.6
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-1,,4.5
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-2,,3.64
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-3,,3.18
IC CAPTURE 25.01.2025-MAK,FIRST,PA 6,HC-4,,2.92
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-1,,3.24
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-2,,3.52
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-3,,2.7
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,BSP-4,,2.12
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,C-1,,3.24
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,C-2,,3.42
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,C-3,,2.48
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,HC-1,EVET,0
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,HC-2,,3.62
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,HC-3,,3.3
IC CAPTURE 25.01.2025-MAK,SECOND,PA 6,HC-4,,2.98
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-1,,3.44
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-2,,3.54
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-3,,2.58
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,BSP-4,,1.9
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,C-1,,3.18
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,C-2,,3.26
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,C-3,,2.64
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,HC-1,EVET,0
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,HC-2,,3.76
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,HC-3,,3.5
IC CAPTURE 25.01.2025-MAK,THIRD,PA 6,HC-4,,2.64
